"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"ACW00011604","1949-04-20","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  289",",,X","  222",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-04-21","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    8",",,X","    0",",,X","    0",",,X","  289",",,X","  217",",,X",,,,,,,,,,,,
"ACW00011604","1949-04-22","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   10",",,X","    0",",,X","    0",",,X","  289",",,X","  228",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-04-23","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  228",",,X",,,,,,,,,,,,
"ACW00011604","1949-04-24","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","  107",",,X","    0",",,X","    0",",,X","  289",",,X","  217",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-04-25","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   53",",,X","    0",",,X","    0",",,X","  306",",,X","  222",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-04-26","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  233",",,X",,,,,,,,,,,,
"ACW00011604","1949-04-27","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","  361",",,X","    0",",,X","    0",",,X","  272",",,X","  211",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-04-28","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  278",",,X","  211",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-04-29","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    5",",,X","    0",",,X","    0",",,X","  289",",,X","  222",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-04-30","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  289",",,X","  222",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-01","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    8",",,X","    0",",,X","    0",",,X","  283",",,X","  250",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-02","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    3",",,X","    0",",,X","    0",",,X","  283",",,X","  244",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-03","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","  292",",,X","    0",",,X","    0",",,X","  278",",,X","  233",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-04","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   33",",,X","    0",",,X","    0",",,X","  272",",,X","  228",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-05","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    8",",,X","    0",",,X","    0",",,X","  278",",,X","  189",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-06","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  283",",,X","  233",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-07","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    5",",,X","    0",",,X","    0",",,X","  278",",,X","  233",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-08","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   23",",,X","    0",",,X","    0",",,X","  294",",,X","  233",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-09","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  294",",,X","  233",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-10","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-11","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  244",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-12","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-13","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  239",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-14","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  239",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-15","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  289",",,X","  233",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-16","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  239",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-17","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   23",",,X","    0",",,X","    0",",,X","  294",",,X","  233",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-18","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    5",",,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-19","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  294",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-20","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   41",",,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-21","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   30",",,X","    0",",,X","    0",",,X","  294",",,X","  233",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-22","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-23","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    8",",,X","    0",",,X","    0",",,X","  289",",,X","  250",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-24","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-05-25","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-26","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-27","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  233",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-28","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-29","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-30","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-05-31","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-01","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-06-02","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  239",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-03","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-06-04","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   15",",,X","    0",",,X","    0",",,X","  294",",,X","  222",",,X",,,,,,,"    1",",,X",,,"    1",",,X"
"ACW00011604","1949-06-05","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  289",",,X","  244",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-06-06","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","  198",",,X","    0",",,X","    0",",,X","  294",",,X","  228",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-06-07","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   23",",,X","    0",",,X","    0",",,X","  300",",,X","  217",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-06-08","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    8",",,X","    0",",,X","    0",",,X","  294",",,X","  239",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-06-09","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   76",",,X","    0",",,X","    0",",,X","  278",",,X","  222",",,X",,,,,,,"    1",",,X",,,"    1",",,X"
"ACW00011604","1949-06-10","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-06-11","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-12","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    8",",,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-06-13","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-14","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   66",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-06-15","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-16","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  294",",,X","  261",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-06-17","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   61",",,X","    0",",,X","    0",",,X","  283",",,X","  233",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-06-18","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   30",",,X","    0",",,X","    0",",,X","  300",",,X","  211",",,X",,,,,,,"    1",",,X",,,"    1",",,X"
"ACW00011604","1949-06-19","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   51",",,X","    0",",,X","    0",",,X","  294",",,X","  239",",,X",,,,,,,,,,,"    1",",,X"
"ACW00011604","1949-06-20","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  233",",,X",,,,,,,"    1",",,X",,,,
"ACW00011604","1949-06-21","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","  112",",,X","    0",",,X","    0",",,X","  289",",,X","  228",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-22","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  300",",,X","  217",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-23","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-24","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-25","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  267",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-26","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-27","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   33",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-28","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  261",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-29","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-06-30","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-01","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-02","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  300",",,X","  211",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-03","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-04","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-05","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-06","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-07","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-08","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-09","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","  150",",,X","    0",",,X","    0",",,X","  289",",,X","  244",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-10","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-11","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-12","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  211",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-13","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-14","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   10",",,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-15","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   36",",,X","    0",",,X","    0",",,X","  294",",,X","  222",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-16","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   20",",,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-17","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-18","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-19","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  222",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-20","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-21","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    5",",,X","    0",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-22","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  239",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-23","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    8",",,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-24","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-25","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  250",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-26","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  261",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-27","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   13",",,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-28","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  261",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-29","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-30","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  261",",,X",,,,,,,,,,,,
"ACW00011604","1949-07-31","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  256",",,X",,,,,,,,,,,,
"ACW00011604","1949-08-01","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
"ACW00011604","1949-08-02","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
"ACW00011604","1949-08-03","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
"ACW00011604","1949-08-04","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   25",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
"ACW00011604","1949-08-05","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
"ACW00011604","1949-08-06","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
"ACW00011604","1949-08-07","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
"ACW00011604","1949-08-08","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","   18",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
"ACW00011604","1949-08-09","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
"ACW00011604","1949-08-10","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
"ACW00011604","1949-08-11","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
"ACW00011604","1949-08-12","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
"ACW00011604","1949-08-13","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
"ACW00011604","1949-08-14","17.11667","-61.78333","10.1","ST JOHNS COOLIDGE FIELD, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,
